CustomerID,Recency,Frequency,Monetary,Recency_R,Frequency_F,Monetary_M
13004.0,28639620.0,17,5298.9000000000015,5,5,5
13005.0,14640780.0,2,513.7,1,2,3
13006.0,24760140.0,1,81.57,3,1,1
13008.0,1693440.0,1,229.47000000000003,1,1,1
13012.0,28818300.0,8,1661.8400000000008,5,5,4
13013.0,29516460.0,11,3282.599999999999,5,5,5
13014.0,28729620.0,10,3466.2799999999997,5,5,5
13015.0,25017540.0,5,3346.2800000000016,3,4,5
13016.0,23292480.0,3,789.8899999999996,2,3,3
13017.0,29001180.0,1,204.0,5,1,1
13018.0,28214880.0,28,7277.699999999997,4,5,5
13021.0,29263020.0,8,2459.03,5,5,5
13023.0,24078420.0,2,689.9000000000001,3,2,3
13026.0,29523480.0,5,975.3599999999998,5,4,4
13027.0,19820340.0,5,5472.0,2,4,5
13028.0,27688200.0,2,661.32,4,2,3
13029.0,26989980.0,2,865.0,4,2,3
13030.0,28650600.0,1,371.7399999999999,5,1,2
13032.0,25113240.0,2,1010.1799999999997,3,2,4
13034.0,24927660.0,1,476.91,3,1,3
13035.0,23273820.0,2,921.8800000000002,2,2,4
13037.0,17682360.0,3,881.07,2,3,4
13038.0,22689420.0,3,908.46,2,3,4
13040.0,28895880.0,2,676.9900000000001,5,2,3
13043.0,6015120.0,1,516.4200000000001,1,1,3
13044.0,4461600.0,1,560.4700000000001,1,1,3
13045.0,21049440.0,1,305.28,2,1,2
13046.0,26987760.0,2,629.31,4,2,3
13047.0,26913960.0,7,2870.9100000000003,3,5,5
13048.0,28387380.0,4,1835.9099999999994,4,4,4
13049.0,24075060.0,2,656.6800000000002,3,2,3
13050.0,28372680.0,13,4636.990000000002,4,5,5
13052.0,11283120.0,1,348.15000000000003,1,1,2
13055.0,22861560.0,3,1214.41,2,3,4
13058.0,27520980.0,3,271.4,4,3,2
13059.0,8073600.0,1,183.4,1,1,1
13060.0,7731420.0,1,307.53000000000003,1,1,2
13061.0,23385840.0,1,248.61,2,1,2
13062.0,13101120.0,1,346.98,1,1,2
13064.0,28557060.0,4,1119.4900000000005,4,4,4
13066.0,27521820.0,2,470.80000000000007,4,2,3
13067.0,22513080.0,1,115.46000000000002,2,1,1
13068.0,28738800.0,2,344.0,5,2,2
13069.0,29579940.0,20,3791.9999999999973,5,5,5
13070.0,13009500.0,1,228.8,1,1,1
13072.0,6595920.0,1,177.14999999999998,1,1,1
13075.0,18440340.0,1,919.61,2,1,4
13077.0,29532240.0,3,415.5499999999998,5,3,2
13078.0,29345760.0,24,11746.779999999995,5,5,5
13079.0,29263980.0,5,220.09999999999997,5,4,1
13080.0,14137140.0,1,58.08,1,1,1
13081.0,28637640.0,9,25970.60000000006,5,5,5
13082.0,18720960.0,9,3613.6300000000006,2,5,5
13083.0,29257260.0,2,303.75,5,2,2
13085.0,16027860.0,2,416.08000000000004,2,2,2
13089.0,29408520.0,89,52872.62000000011,5,5,5
13090.0,28903140.0,11,7902.420000000001,5,5,5
13091.0,27186840.0,1,345.82,4,1,2
13092.0,23541480.0,4,292.38,2,4,2
13093.0,5832840.0,5,4036.96,1,4,5
13094.0,27785220.0,11,1703.64,4,5,4
13095.0,23544180.0,1,74.4,2,1,1
13097.0,26822580.0,9,5705.519999999994,3,5,5
13098.0,29513640.0,28,28882.440000000013,5,5,5
13099.0,21058800.0,1,207.35999999999999,2,1,1
13101.0,9383820.0,1,101.18999999999998,1,1,1
13102.0,29508720.0,22,5750.170000000003,5,5,5
13103.0,26213880.0,1,243.94,3,1,2
13104.0,29337000.0,5,996.7199999999998,5,4,4
13106.0,18112320.0,1,76.5,2,1,1
13107.0,25800720.0,4,1531.6200000000003,3,4,4
13109.0,24488160.0,2,786.5400000000001,3,2,3
13110.0,26922600.0,7,1488.6700000000012,4,5,4
13113.0,29594940.0,23,11872.990000000005,5,5,5
13115.0,28643880.0,4,2294.7800000000007,5,4,5
13116.0,17677980.0,1,501.14000000000004,2,1,3
13117.0,27777720.0,6,596.7600000000002,4,5,3
13118.0,27953160.0,5,1197.8099999999995,4,4,4
13120.0,9022740.0,1,30.599999999999998,1,1,1
13121.0,6367620.0,1,283.7299999999999,1,1,2
13122.0,21484380.0,2,922.3900000000002,2,2,4
13124.0,21905100.0,2,2610.01,2,2,5
13126.0,29239200.0,6,1876.2000000000003,5,5,5
13127.0,22933560.0,1,259.16999999999996,2,1,2
13130.0,21483000.0,1,64.0,2,1,1
13131.0,27609660.0,3,1073.2999999999997,4,3,4
13132.0,7044240.0,1,77.3,1,1,1
13133.0,5999460.0,2,109.80000000000001,1,2,1
13134.0,22242900.0,4,1793.58,2,4,4
13135.0,12653520.0,1,3096.0,1,1,5
13136.0,24759660.0,5,2607.6099999999997,3,4,5
13137.0,28728540.0,8,3650.409999999999,5,5,5
13138.0,27708660.0,5,769.16,4,4,3
13139.0,28216440.0,7,5064.940000000003,4,5,5
13140.0,20273580.0,2,264.21,2,2,2
13141.0,22326840.0,5,2388.7499999999995,2,4,5
13142.0,27965220.0,1,307.0899999999999,4,1,2
13144.0,904500.0,1,110.94999999999999,1,1,1
13145.0,26225100.0,3,323.52,3,3,2
13146.0,27358140.0,1,228.91,4,1,1
13147.0,28735140.0,4,712.8000000000001,5,4,3
13148.0,27098580.0,11,3397.7199999999993,4,5,5
13149.0,28386540.0,4,1676.0599999999997,4,4,4
13151.0,4105740.0,1,1257.8700000000003,1,1,4
13153.0,29160840.0,1,486.22,5,1,3
13155.0,26754060.0,3,592.0600000000001,3,3,3
13157.0,25365000.0,4,1741.2199999999991,3,4,4
13158.0,21470280.0,4,1201.0600000000004,2,4,4
13159.0,28898400.0,4,1437.8500000000006,5,4,4
13160.0,27695220.0,1,91.8,4,1,1
13161.0,2556180.0,1,112.75,1,1,1
13162.0,19065540.0,4,1688.2899999999995,2,4,4
13165.0,25628700.0,1,666.8399999999999,3,1,3
13166.0,5152560.0,1,417.19999999999993,1,1,2
13167.0,28038240.0,4,791.3300000000002,4,4,3
13168.0,26484960.0,4,1319.19,3,4,4
13169.0,24149460.0,2,712.88,3,2,3
13170.0,27346740.0,1,116.01000000000002,4,1,1
13171.0,27772020.0,3,468.4099999999999,4,3,3
13173.0,29260260.0,1,187.70999999999998,5,1,1
13174.0,28218900.0,2,1401.06,4,2,4
13176.0,25630980.0,1,492.8400000000001,3,1,3
13177.0,24054960.0,1,282.45,3,1,2
13178.0,27360840.0,10,5015.470000000002,4,5,5
13182.0,25710360.0,1,121.17999999999999,3,1,1
13183.0,28981800.0,9,3957.7800000000016,5,5,5
13184.0,28382520.0,10,1701.2900000000009,4,5,4
13185.0,6522960.0,1,71.4,1,1,1
13186.0,26221200.0,3,1575.8900000000003,3,3,4
13187.0,500220.0,1,236.01999999999995,1,1,2
13188.0,28654080.0,1,114.60000000000001,5,1,1
13189.0,28031940.0,2,260.68,4,2,2
13192.0,21391980.0,2,911.9400000000002,2,2,4
13193.0,24330600.0,1,117.88000000000001,3,1,1
13194.0,17917260.0,1,60.7,2,1,1
13196.0,28648440.0,4,1797.78,5,4,4
13198.0,28739820.0,5,3016.6899999999973,5,4,5
13199.0,29334600.0,36,9105.320000000002,5,5,5
13200.0,27963300.0,4,870.09,4,4,3
13203.0,28809900.0,4,869.4599999999999,5,4,3
13207.0,28306320.0,2,250.26000000000002,4,2,2
13208.0,24573240.0,6,1223.8999999999999,3,5,4
13209.0,27006840.0,7,5572.759999999998,4,5,5
13210.0,21543480.0,1,353.47999999999996,2,1,2
13211.0,28737780.0,2,1086.7199999999998,5,2,4
13212.0,27952800.0,3,788.0799999999998,4,3,3
13213.0,24752520.0,5,1520.5800000000004,3,4,4
13216.0,6524280.0,1,333.74,1,1,2
13217.0,19063920.0,3,533.98,2,3,3
13218.0,18637140.0,1,62.64,2,1,1
13220.0,22858680.0,4,819.29,2,4,3
13221.0,8873880.0,1,349.2500000000001,1,1,2
13223.0,12315780.0,2,163.20000000000002,1,2,1
13224.0,24418500.0,2,2155.9499999999994,3,2,5
13225.0,29338140.0,6,5257.119999999999,5,5,5
13226.0,6014100.0,1,108.21000000000001,1,1,1
13227.0,12224820.0,1,257.7,1,1,2
13228.0,22602480.0,1,358.0,2,1,2
13229.0,10152420.0,1,160.95,1,1,1
13230.0,29260980.0,13,2713.5200000000004,5,5,5
13232.0,28550340.0,7,1357.6000000000015,4,5,4
13233.0,23203500.0,2,605.1200000000001,2,2,3
13235.0,11293980.0,1,1031.0699999999997,1,1,4
13236.0,27521400.0,2,744.8500000000003,4,2,3
13238.0,28136220.0,3,609.5800000000002,4,3,3
13239.0,7035900.0,1,329.56,1,1,2
13240.0,21305280.0,3,439.58000000000004,2,3,2
13242.0,19918380.0,3,270.40000000000003,2,3,2
13243.0,12057240.0,1,600.07,1,1,3
13244.0,21642360.0,1,121.74000000000001,2,1,1
13245.0,25270800.0,1,430.5,3,1,2
13246.0,28054200.0,6,1987.3000000000009,4,5,5
13247.0,28119540.0,4,501.12,4,4,3
13248.0,18880800.0,2,465.6799999999999,2,2,3
13249.0,21648360.0,3,711.41,2,3,3
13253.0,16106940.0,2,1030.3999999999999,2,2,4
13255.0,28818840.0,1,173.81,5,1,1
13256.0,28396620.0,1,0.0,4,1,1
13258.0,28632660.0,3,698.5799999999999,5,3,3
13259.0,24317280.0,1,292.3199999999999,3,1,2
13260.0,24326460.0,1,557.6200000000001,3,1,3
13261.0,6438120.0,2,944.1,1,2,4
13262.0,6879960.0,1,200.29000000000002,1,1,1
13263.0,29512740.0,35,7454.069999999956,5,5,5
13265.0,25023720.0,5,2107.6600000000008,3,4,5
13266.0,28651140.0,12,3834.26,5,5,5
13267.0,29416320.0,17,3899.1900000000014,5,5,5
13268.0,28122660.0,11,3214.6899999999996,4,5,5
13269.0,29515980.0,13,4684.060000000002,5,5,5
13271.0,26404260.0,1,217.3799999999999,3,1,1
13272.0,26920800.0,2,276.56000000000006,4,2,2
13273.0,19836120.0,1,138.97999999999996,2,1,1
13276.0,24151440.0,2,590.93,3,2,3
13277.0,28286460.0,4,258.4,4,4,2
13278.0,26135340.0,1,542.73,3,1,3
13279.0,22872240.0,1,137.75,2,1,1
13280.0,19055640.0,3,814.8600000000001,2,3,3
13282.0,28049580.0,3,1132.1399999999999,4,3,4
13283.0,24486600.0,2,93.66,3,2,1
13284.0,1070580.0,1,201.19,1,1,1
13285.0,27609540.0,4,2709.1200000000003,4,4,5
13291.0,16194960.0,1,361.10999999999996,2,1,2
13292.0,26301840.0,2,578.9399999999999,3,2,3
13294.0,13251240.0,2,873.7399999999998,1,2,4
13296.0,17761560.0,1,87.4,2,1,1
13297.0,28978320.0,4,2089.8500000000004,5,4,5
13298.0,29509860.0,1,360.0,5,1,2
13299.0,6440100.0,1,142.5,1,1,1
13300.0,14994540.0,1,371.89000000000004,1,1,2
13301.0,20690700.0,4,618.0899999999998,2,4,3
13302.0,16221360.0,1,63.75,2,1,1
13305.0,29258100.0,9,1864.6599999999994,5,5,5
13307.0,19242840.0,1,15.0,2,1,1
13308.0,27682260.0,3,1385.51,4,3,4
13309.0,29003640.0,5,1456.7899999999993,5,4,4
13310.0,27192180.0,3,1132.0300000000002,4,3,4
13311.0,29249700.0,2,598.57,5,2,3
13313.0,27708480.0,5,1555.3199999999993,4,4,4
13314.0,29507340.0,3,775.9400000000002,5,3,3
13316.0,26401200.0,4,5977.730000000001,3,4,5
13317.0,23895300.0,4,2035.6299999999987,3,4,5
13318.0,29530260.0,3,640.76,5,3,3
13319.0,29165640.0,22,9294.469999999998,5,5,5
13320.0,22874820.0,4,1548.7000000000003,2,4,4
13321.0,23383440.0,2,567.36,2,2,3
13322.0,28131660.0,1,199.48,4,1,1
13323.0,29351520.0,5,787.85,5,4,3
13324.0,26497680.0,9,6471.849999999993,3,5,5
13325.0,22588560.0,1,675.3,2,1,3
13327.0,26302860.0,6,2882.77,3,5,5
13328.0,2301720.0,1,1308.48,1,1,4
13329.0,26908140.0,1,484.7999999999999,3,1,3
13330.0,21644820.0,3,1140.9299999999996,2,3,4
13332.0,28387800.0,1,350.9,4,1,2
13334.0,22519260.0,3,3536.819999999998,2,3,5
13336.0,22946700.0,1,795.12,2,1,3
13338.0,16016760.0,1,487.02,2,1,3
13339.0,12299460.0,1,860.1200000000002,1,1,3
13340.0,25708500.0,7,10736.47999999999,3,5,5
13341.0,7120200.0,1,775.8499999999999,1,1,3
13343.0,14300640.0,1,353.43,1,1,2
13344.0,23795100.0,3,2543.720000000002,2,3,5
13345.0,4784460.0,1,389.50000000000006,1,1,2
13347.0,23549280.0,1,341.36,2,1,2
13348.0,24082080.0,1,233.76,3,1,2
13349.0,28714020.0,1,247.31999999999996,5,1,2
13350.0,28225980.0,2,979.1199999999999,4,2,4
13351.0,23892900.0,1,373.94,3,1,2
13352.0,24414900.0,1,397.9800000000001,3,1,2
13354.0,23462220.0,1,743.5300000000003,2,1,3
13355.0,19061280.0,1,674.7,2,1,3
13356.0,22689180.0,1,768.2400000000001,2,1,3
13357.0,7394160.0,1,609.9500000000002,1,1,3
13358.0,6436320.0,1,439.03000000000003,1,1,2
13359.0,24139800.0,1,439.55999999999995,3,1,2
13362.0,28824060.0,4,3090.7399999999984,5,4,5
13363.0,28125600.0,2,992.5000000000002,4,2,4
13364.0,23479980.0,1,134.96,2,1,1
13365.0,26742960.0,2,2225.3700000000013,3,2,5
13366.0,25277820.0,1,56.160000000000004,3,1,1
13368.0,7466340.0,2,623.4,1,2,3
13372.0,21905160.0,1,378.64,2,1,2
13373.0,24403860.0,3,3312.2500000000005,3,3,5
13375.0,21982740.0,1,778.6499999999997,2,1,3
13376.0,21053760.0,3,1019.7600000000003,2,3,4
13379.0,27351900.0,3,572.5599999999997,4,3,3
13381.0,26913480.0,6,3639.3100000000004,3,5,5
13382.0,5392980.0,1,222.99,1,1,1
13384.0,26996640.0,7,4151.929999999999,4,5,5
13385.0,1158720.0,1,534.5700000000002,1,1,3
13388.0,18276720.0,2,677.1000000000001,2,2,3
13389.0,28648860.0,3,797.96,5,3,3
13390.0,23186280.0,1,544.0799999999999,2,1,3
13391.0,12048600.0,1,59.8,1,1,1
13394.0,29504160.0,8,2520.0199999999995,5,5,5
13395.0,13619040.0,1,307.72,1,1,2
13396.0,27104340.0,2,1360.9899999999998,4,2,4
13397.0,23367360.0,5,1544.1299999999997,2,4,4
13398.0,13007820.0,1,457.3400000000001,1,1,3
13402.0,18633060.0,1,312.95,2,1,2
13403.0,28110480.0,1,75.0,4,1,1
13404.0,29518620.0,2,252.48999999999998,5,2,2
13405.0,23216460.0,3,572.4509999999999,2,3,3
13408.0,29495100.0,57,25085.840000000004,5,5,5
13410.0,27531180.0,5,1003.0600000000001,4,4,4
13411.0,20354220.0,1,213.55000000000004,2,1,1
13414.0,18099900.0,3,1390.5,2,3,4
13416.0,25865760.0,2,712.5000000000001,3,2,3
13417.0,29234940.0,2,640.83,5,2,3
13418.0,28635780.0,13,4547.81,5,5,5
13419.0,24151740.0,1,221.05999999999995,3,1,1
13420.0,16706880.0,2,159.85,2,2,1
13421.0,26144460.0,2,1851.0799999999995,3,2,4
13422.0,24068520.0,1,2626.3000000000006,3,1,5
13425.0,20279580.0,3,1624.2099999999998,2,3,4
13426.0,29581140.0,9,3304.339999999997,5,5,5
13427.0,27954120.0,3,582.6,4,3,3
13428.0,28736400.0,1,218.46999999999994,5,1,1
13429.0,28717800.0,4,1006.8000000000001,5,4,4
13430.0,28023540.0,2,679.45,4,2,3
13431.0,23809740.0,2,1269.0999999999995,2,2,4
13434.0,23207400.0,2,534.24,2,2,3
13435.0,29169900.0,7,3809.89,5,5,5
13436.0,29500380.0,1,196.88999999999996,5,1,1
13437.0,28389600.0,7,3408.0599999999995,4,5,5
13439.0,7568400.0,1,283.71,1,1,2
13441.0,21721080.0,1,296.64000000000004,2,1,2
13447.0,27610680.0,3,1129.14,4,3,4
13448.0,28211580.0,3,2709.83,4,3,5
13449.0,27592080.0,1,291.88,4,1,2
13450.0,27345240.0,6,2043.7200000000003,4,5,5
13451.0,27359880.0,5,2976.149999999999,4,4,5
13452.0,7222740.0,2,590.0,1,2,3
13453.0,15327240.0,2,356.98,1,2,2
13455.0,27516060.0,1,365.40000000000003,4,1,2
13456.0,28113480.0,6,1766.7199999999998,4,5,4
13458.0,28999740.0,13,8460.71,5,5,5
13460.0,27105420.0,2,183.44,4,2,1
13461.0,26298060.0,3,1445.0000000000002,3,3,4
13462.0,7816800.0,1,151.5,1,1,1
13464.0,24591660.0,1,674.6800000000002,3,1,3
13466.0,13711140.0,1,307.90000000000003,1,1,2
13467.0,28720860.0,2,1083.71,5,2,4
13468.0,29500740.0,33,4793.97,5,5,5
13470.0,21049020.0,2,165.0,2,2,1
13471.0,29519040.0,4,2531.579999999998,5,4,5
13473.0,24405600.0,2,422.64,3,2,2
13474.0,9208380.0,1,229.58999999999997,1,1,1
13475.0,13096320.0,4,1431.7800000000009,1,4,4
13476.0,14212800.0,2,1238.4699999999998,1,2,4
13477.0,26395440.0,6,1454.579999999999,3,5,4
13479.0,12307500.0,2,300.95,1,2,2
13481.0,25693620.0,5,1804.5599999999993,3,4,4
13482.0,9565380.0,1,184.64,1,1,1
13483.0,23975580.0,1,140.34000000000003,3,1,1
13484.0,8785800.0,1,313.79999999999995,1,1,2
13485.0,9467880.0,1,454.24,1,1,3
13486.0,22857180.0,3,1122.4099999999999,2,3,4
13487.0,24667620.0,2,382.24999999999994,3,2,2
13488.0,28132860.0,12,7586.390000000001,4,5,5
13489.0,20524560.0,4,449.52,2,4,2
13491.0,25173120.0,8,1019.4200000000003,3,5,4
13494.0,2721480.0,1,316.26,1,1,2
13495.0,28984860.0,3,1179.44,5,3,4
13496.0,28724280.0,1,152.32,5,1,1
13497.0,5216640.0,1,194.55,1,1,1
13499.0,28120860.0,5,1159.11,4,4,4
13500.0,27617700.0,3,1166.7700000000002,4,3,4
13502.0,28204740.0,3,292.0,4,3,2
13503.0,23462580.0,1,216.84999999999997,2,1,1
13504.0,24067200.0,1,295.93,3,1,2
13506.0,2296380.0,1,157.4,1,1,1
13507.0,29337180.0,4,2479.159999999999,5,4,5
13508.0,8596680.0,1,110.97,1,1,1
13509.0,28894200.0,7,979.7200000000001,5,5,4
13510.0,29511960.0,4,1791.5599999999984,5,4,4
13512.0,7120980.0,1,251.20999999999998,1,1,2
13513.0,18705000.0,1,205.09999999999997,2,1,1
13514.0,23276340.0,1,152.20000000000002,2,1,1
13515.0,23369160.0,4,891.1200000000002,2,4,4
13516.0,27782100.0,3,1389.4100000000003,4,3,4
13517.0,24493380.0,3,2128.42,3,3,5
13518.0,22242540.0,1,659.4399999999998,2,1,3
13519.0,22875840.0,1,122.75,2,1,1
13521.0,29512200.0,3,1093.6500000000003,5,3,4
13522.0,27011460.0,1,125.80000000000001,4,1,1
13523.0,26752260.0,4,3397.93,3,4,5
13524.0,26138040.0,5,680.1800000000001,3,4,3
13525.0,28382460.0,2,628.78,4,2,3
13527.0,26741040.0,7,2287.5100000000007,3,5,5
13529.0,22842900.0,2,307.76,2,2,2
13531.0,11897760.0,1,178.35,1,1,1
13532.0,26742300.0,1,210.30999999999983,3,1,1
13533.0,13866840.0,3,270.79000000000013,1,3,2
13534.0,29429520.0,23,5586.880000000015,5,5,5
13536.0,29522280.0,7,3448.2899999999986,5,5,5
13538.0,25893240.0,7,1280.85,3,5,4
13539.0,22241880.0,3,631.3400000000001,2,3,3
13544.0,26222220.0,2,291.4099999999999,3,2,2
13546.0,28565400.0,3,626.9899999999999,5,3,3
13548.0,21307800.0,2,682.41,2,2,3
13549.0,27422400.0,7,918.1999999999998,4,5,4
13551.0,2040360.0,1,91.80000000000001,1,1,1
13552.0,23901540.0,12,3740.070000000001,3,5,5
13555.0,23286960.0,4,4149.2800000000025,2,4,5
13557.0,27185040.0,2,584.0600000000001,4,2,3
13558.0,29157840.0,4,605.0599999999998,5,4,3
13560.0,28991460.0,1,174.37000000000003,5,1,1
13561.0,11018340.0,1,141.86,1,1,1
13562.0,22589460.0,3,1799.3299999999988,2,3,4
13563.0,22344300.0,2,777.5300000000001,2,2,3
13564.0,17159580.0,1,550.64,2,1,3
13565.0,27959580.0,2,240.22000000000006,4,2,2
13566.0,26135940.0,2,874.7099999999997,3,2,4
13568.0,14654520.0,1,192.85000000000005,1,1,1
13569.0,28127220.0,1,255.42999999999998,4,1,2
13570.0,8602560.0,1,239.49000000000004,1,1,2
13571.0,28550820.0,12,2092.32,4,5,5
13572.0,11879940.0,1,1384.25,1,1,4
13573.0,25281180.0,2,294.4,3,2,2
13575.0,27609240.0,5,732.0699999999997,4,4,3
13576.0,28740840.0,17,6368.190000000001,5,5,5
13577.0,27443940.0,4,1687.5999999999988,4,4,4
13579.0,28370460.0,1,302.34,4,1,2
13581.0,2904060.0,1,117.99999999999999,1,1,1
13583.0,16195200.0,1,781.0300000000002,2,1,3
13584.0,3156540.0,1,142.40000000000003,1,1,1
13587.0,24150660.0,1,712.4,3,1,3
13588.0,28291320.0,9,2478.949999999998,4,5,5
